Name,Address,Rating
Shoreline Village,"429 Shoreline Village Drive, Long Beach, CA 90802, United States",4.6
Bolsa Chica Ecological Reserve,"18000 CA-1, Huntington Beach, CA 92648, United States",4.7
ShoreLine Aquatic Park,"200 Aquarium Way, Long Beach, CA 90802, United States",4.7
Museum of Latin American Art (MOLAA),"628 Alamitos Ave, Long Beach, CA 90802, United States",4.5
Rosie's Dog Beach,"5000 E Ocean Blvd, Long Beach, CA 90803, United States",4.7
The Gamble House,"4 Westmoreland Pl, Pasadena, CA 91103, United States",4.7
Almansor Park,"800 S Almansor St, Alhambra, CA 91801, United States",4.6
Alhambra Park,"500 N Palm Ave, Alhambra, CA 91801, United States",4.6
Old Pasadena,"23 E Colorado Blvd Ste 200, Pasadena, CA 91105, United States",4.6
Arlington Garden in Pasadena,"275 Arlington Dr, Pasadena, CA 91105, United States",4.6
Universal Studios Hollywood,"100 Universal City Plaza, Universal City, CA 91608, United States",4.6
Burke Heritage Park & Alhambra Historical Society Museum,"1550 Alhambra Rd, Alhambra, CA 91801, United States",4.6
Granada Park,"2000 W Hellman Ave, Alhambra, CA 91803, United States",4.6
Descanso Gardens,"1418 Descanso Dr, La Cañada Flintridge, CA 91011, United States",4.7
Lacy Park,"1485 Virginia Rd, San Marino, CA 91108, United States",4.7
Disneyland Park,"Anaheim, CA 92802, United States",4.6
"Vista Hermosa Natural Park, Mountains Recreation & Conservation Authority","100 N Toluca St, Los Angeles, CA 90026, United States",4.7
Alhambra Historical Society Museum,"1550 Alhambra Rd, Alhambra, CA 91801, United States",4.4
Norton Simon Museum,"411 W Colorado Blvd, Pasadena, CA 91105, United States",4.8
Pasadena Museum of History,"470 W Walnut St, Pasadena, CA 91103, United States",4.3
Emery Park,"2709 Mimosa St, Alhambra, CA 91803, United States",4.4
Ascot Hills Park,"4371 Multnomah St, Los Angeles, CA 90032, United States",4.7
City of Alhambra Veterans Memorial,"2152-2198 Alhambra Rd, Alhambra, CA 91801, United States",4.6
Storrier Stearns Japanese Garden,"270 Arlington Dr, Pasadena, CA 91105, United States",4.5
Colorado Street Bridge,"504 W Colorado Blvd, Pasadena, CA 91105, United States",4.6
Ziplines At Pacific Crest,"6014 Park Dr, Wrightwood, CA 92397, United States",4.8
Mountain High Resort,"24510 CA-2, Wrightwood, CA 92397, United States",4.4
Immersive Gamebox - Victoria Gardens,"12443 N Mainstreet, Rancho Cucamonga, CA 91739, United States",5
Inspiration Point Trailhead pop Mike and Aiden's snow spot,"Angeles National Forest, Blue Ridge Truck Trail, Valyermo, CA 93563, United States",4.8
Lone Pine Canyon,"Lone Pine Canyon Rd, Lytle Creek, CA 92358, United States",4.8
Wrightwood Historical Society and Museum,"6000 Cedar St, Wrightwood, CA 92397, United States",4.7
North Pole Tubing Park,"4 N 21, Llano, CA 93544, United States",4.1
Lake Gregory Regional Park,"24171 Lake Dr, Crestline, CA 92325, United States",4.4
Blue Ridge Vista Point,"Irwindale, CA 91702, United States",4.9
Elmer's Bottle Tree Ranch,"24266 National Trails Hwy, Oro Grande, CA 92368, United States",4.6
Lake Arrowhead Village,"28200 CA-189, Lake Arrowhead, CA 92352, United States",4.6
Wrightwood Veterans Memorial,"1274 Evergreen Rd, Wrightwood, CA 92397, United States",4.7
Forever Wild Exotic Animal Sanctuary,"8545 Buttemere Rd, Phelan, CA 92371, United States",4.6
The Escape Game Rancho Cucamonga,"12549 N Mainstreet #3820, Rancho Cucamonga, CA 91739, United States",5
Jurupa Mountains Discovery Center,"7621 Granite Hill Dr, Riverside, CA 92509, United States",4.4
Great view,"Pacific Crest Nat'l Scenic Trl, Valyermo, CA 93563, United States",5
Yaamava' Resort & Casino,"777 San Manuel Blvd S, Highland, CA 92346, United States",4.2
The Cove Waterpark,"4310 Camino Real, Riverside, CA 92509, United States",4.2
Glen Helen Regional Park,"2555 Glen Helen Pkwy, San Bernardino, CA 92407, United States",4.4
Lone Pine Canyon Scenic Route,"8CJ8+WR, Wrightwood, CA 92371, United States",5
Streamland Park,"3539 Durfee Ave, Pico Rivera, CA 90660, United States",4.4
Rio Hondo Spreading Grounds,"Pico Rivera, CA 90660, United States",4.6
Obregon Park,"3298 Sandoval Ave, Pico Rivera, CA 90660, United States",4.2
Pico Park,"9528 Beverly Blvd, Pico Rivera, CA 90660, United States",4.4
Smith Park,"6016 Rosemead Blvd, Pico Rivera, CA 90660, United States",4.5
Rio Hondo Park,"P, 8421 San Luis Potosi, Pico Rivera, CA 90660, United States",4.4
Gravity Hill,"Whittier, CA 90601, United States",4.4
Pio Pico State Historic Park,"6003 Pioneer Blvd, Whittier, CA 90606, United States",4.4
Rio Vista Park,"8751 Coffman and Pico Rd, Pico Rivera, CA 90660, United States",4.5
Azusa mountain,"Río Hondo Bike Path, Montebello, CA 90640, United States",0
Whitter Diamond Railroad Crossing,"Slauson Ave, Whittier, CA 90606, United States",4
Rivera Park,"9530 Shade Ln, Pico Rivera, CA 90660, United States",4.6
Whittier Narrows Recreation Area,"750 S Santa Anita Ave, South El Monte, CA 91733, United States",4.6
Whittier Narrows Natural Area,"Rosemead Blvd, South El Monte, CA 91733, United States",4.5
Wilderness Park,"10999 Little Lake Rd, Downey, CA 90241, United States",4.5
Columbia Memorial Space Center,"12400 Columbia Way, Downey, CA 90242, United States",4.6
Santa Fe Springs Diamond Railroad Crossing,"Whittier, CA 90606, United States",5
City park,"XWW2+GX, Pico Rivera, CA 90660, United States",5
Pico Rivera Veterans Memorial Plaza,"9055 Mines Ave, Pico Rivera, CA 90660, United States",5
Magic of The Jack o lanterns,"750 Santa Anita Ave, South El Monte, CA 91733, United States",4.1
Prime Desert Woodland Preserve,"43201 35th St W, Lancaster, CA 93536, United States",4.7
Marie Kerr Park,"39700 30th St W, Palmdale, CA 93551, United States",4.6
Big Rock Wash Wildlife Sanctuary,"11550 E Ave O, Palmdale, CA 93591, United States",4.5
Cooper Canyon Falls,"Pacific Crest Nat'l Scenic Trl, Pearblossom, CA 93553, United States",4.7
Elmer's Bottle Tree Ranch,"24266 National Trails Hwy, Oro Grande, CA 92368, United States",4.6
Arnie Quinones Park,"41003 50th St W, Palmdale, CA 93551, United States",4.6
Antelope Valley Indian Museum State Historic Park,"15701 E Ave M, Lancaster, CA 93535, United States",4.7
Saddleback Butte State Park,"17102 E Ave. J, Lancaster, CA 93535, United States",4.5
Desert Sands Park,"39117 3rd St E, Palmdale, CA 93550, United States",4.3
Domenic Massari Park,"37716 55th St E, Palmdale, CA 93552, United States",4.4
Elyze Clifford Interpretive Center,"43201 35th St W, Lancaster, CA 93536, United States",4.5
Joe Davies Heritage Airpark,"2001 E Ave P, Palmdale, CA 93550, United States",4.7
Ziplines At Pacific Crest,"6014 Park Dr, Wrightwood, CA 92397, United States",4.8
Lake Palmdale Fishing Pier,"HV3F+PQQ, Palmdale, CA 93550, United States",3.8
Apollo Community Regional Park,"4555 W Ave G, Lancaster, CA 93536, United States",4.6
Jackie Robinson Park,"8773 E Avenue R, Sun Village, CA 93543, United States",4.5
Mountain High Resort,"24510 CA-2, Wrightwood, CA 92397, United States",4.4
Tierra Bonita Park,"44910 27th St E, Lancaster, CA 93535, United States",4.5
Skytower Park,"43434 Vineyard Dr, Lancaster, CA 93535, United States",4.4
Four Aces Movie Ranch,"14499 E Ave Q, Palmdale, CA 93591, United States",4.5
Centinela Adobe,"7634 Midfield Ave, Inglewood, CA 90301, United States",4.4
Siminski Park,"9717 S Inglewood Ave, Inglewood, CA 90301, United States",4
Welcome to INGLEWOOD sign,"Inglewood, CA 90301, United States",4
Darby Park,"3400 W Arbor Vitae St, Inglewood, CA 90305, United States",4.4
California 90250 sunsets,"5011 W 120th St, Hawthorne, CA 90250, United States",5
Kenneth Hahn View Point,"Los Angeles, CA 90008, United States",4.9
Bronson Caves,"3200 Canyon Dr, Los Angeles, CA 90068, United States",4.5
Sony Pictures Studio Tour,"3990 Overland Ave, Culver City, CA 90232, United States",4.3
Natural History Museum of Los Angeles County,"900 Exposition Blvd, Los Angeles, CA 90007, United States",4.8
Edward Vincent Jr. Park,"700 Warren Ln, Inglewood, CA 90302, United States",4.4
Beach Boys Historic Landmark,"3701 W 119th St, Hawthorne, CA 90250, United States",4.4
Griffith Park,"Los Angeles, CA 90027, United States",4.7
Venice Boardwalk,"Beach pavillion in, Los Angeles, CA, United States",4.5
Lennox Park,"10828 Condon Ave, Lennox, CA 90304, United States",4.1
Del Rey Lagoon,"6660 Esplanade Place, Playa Del Rey, CA 90293, United States",4.5
Paramount Pictures Studio Tour,"5515 Melrose Ave, Los Angeles, CA 90038, United States",4.5
The Golden Triangle,"9800 Wilshire Blvd, Beverly Hills, CA 90212, United States",4.7
Fisherman's Village,"13755 Fiji Way, Marina Del Rey, CA 90292, United States",4.4
La Brea Tar Pits and Museum,"5801 Wilshire Blvd, Los Angeles, CA 90036, United States",4.6
Eucalyptus Park,"12100 S Inglewood Ave, Hawthorne, CA 90250, United States",4.3
Universal Studios Hollywood,"100 Universal City Plaza, Universal City, CA 91608, United States",4.6
Universal CityWalk Hollywood,"100 Universal City Plaza, Universal City, CA 91608, United States",4.6
Natural History Museum of Los Angeles County,"900 Exposition Blvd, Los Angeles, CA 90007, United States",4.8
Griffith Park,"Los Angeles, CA 90027, United States",4.7
Discovery Cube Los Angeles,"11800 Foothill Blvd, Sylmar, CA 91342, United States",4.4
Nethercutt Museum,"15151 Bledsoe St, Sylmar, CA 91342, United States",4.9
The Getty,"1200 Getty Center Dr, Los Angeles, CA 90049, United States",4.8
California Science Center,"700 Exposition Park Dr, Los Angeles, CA 90037, United States",4.7
Warner Bros. Studio Tour Hollywood,"3400 Warner Blvd, Burbank, CA 91505, United States",4.5
Griffith Observatory,"2800 E Observatory Rd, Los Angeles, CA 90027, United States",4.7
Sherman Oaks Castle Park,"4989 Sepulveda Blvd, Sherman Oaks, CA 91403, United States",4.4
Ripley's Believe It or Not!,"6780 Hollywood Blvd, Hollywood, CA 90028, United States",4.2
Los Angeles County Museum of Art,"5905 Wilshire Blvd, Los Angeles, CA 90036, United States",4.6
Greystone Mansion & Gardens: The Doheny Estate,"905 Loma Vista Dr, Beverly Hills, CA 90210, United States",4.6
The Broad,"221 S Grand Ave, Los Angeles, CA 90012, United States",4.7
Garden of the Gods,"Santa Susana Pass at, Redmesa Rd, Chatsworth, CA 91311, United States",4.7
O'Melveny Park,"17300 Sesnon Blvd, Granada Hills, CA 91344, United States",4.8
The Japanese Garden,"6100 Woodley Ave, Lake Balboa, CA 91406, United States",4.5
Petersen Automotive Museum,"6060 Wilshire Blvd, Los Angeles, CA 90036, United States",4.7
Sepulveda Basin Recreation Area,"17017 Burbank Blvd, Encino, CA 91316, United States",4.5
Rubel Castle,"844 N Live Oak Ave, Glendora, CA 91741, United States",4.7
The Cross,"Glendora, CA 91741, United States",5
Glendora Historical Society,"314 N Glendora Ave, Glendora, CA 91741, United States",4.7
Big Tree Park and Historical Marker,"665 S Santa Fe Ave, Glendora, CA 91740, United States",4.5
"Glendora Mountain Rd, California","Glendora Mountain Rd, La Verne, CA 91750, United States",4.8
GMR Lookout,"Glendora Mountain Rd, Azusa, CA 91702, United States",4.8
Finkbiner Park,"160 N Wabash Ave, Glendora, CA 91741, United States",4.5
Colby Trail,"1018 Colby Trail Motorway, Glendora, CA 91741, United States",4.6
Disneyland Park,"Anaheim, CA 92802, United States",4.6
Walnut Creek Community Regional Park,"1100 S Valley Center Ave, West San Dimas, CA 91773, United States",4.5
Top of Punk Out Trail,"Lower Monroe Rd, Glendora, CA 91741, United States",4.8
Galster Wilderness Park,"1620 E Aroma Dr, West Covina, CA 91791, United States",4.3
Natural History Museum of Los Angeles County,"900 Exposition Blvd, Los Angeles, CA 90007, United States",4.8
Santa Fe Dam Recreation Area,"15501 Arrow Hwy, Irwindale, CA 91706, United States",4.6
Frank G. Bonelli Regional Park,"120 E Via Verde Dr, San Dimas, CA 91773, United States",4.7
Rancho Park,"1357 Macneil Dr, Glendora, CA 91741, United States",4.5
Griffith Park,"Los Angeles, CA 90027, United States",4.7
George Manooshian Park,"857 N Loraine Ave, Glendora, CA 91741, United States",4.6
Big Dalton Wilderness Area,"2041 Big Dalton Canyon Rd, Glendora, CA 91741, United States",4.6
San Dimas Canyon Nature Center,"1628 Sycamore Canyon Rd, San Dimas, CA 91773, United States",4.6
Del Valle Park,"5939 Henrilee St, Lakewood, CA 90713, United States",4.7
San Martin Park,"5231 Ocana Ave, Lakewood, CA 90713, United States",4.6
El Dorado Nature Center,"7550 E Spring St, Long Beach, CA 90815, United States",4.8
Mae Boyar Park,"6701 Del Amo Blvd, Lakewood, CA 90713, United States",4.4
Rancho Los Cerritos,"4600 Virginia Rd, Long Beach, CA 90807, United States",4.8
Aquarium of the Pacific,"100 Aquarium Way, Long Beach, CA 90802, United States",4.6
Bolivar Park,"3300 Del Amo Blvd, Lakewood, CA 90712, United States",4.6
Rynerson Park,"20711 Studebaker Rd, Lakewood, CA 90715, United States",4.6
West San Gabriel River Parkway Nature Trail,"4626 Shadeway Rd, Lakewood, CA 90713, United States",4.4
Mayfair Park,"5720 Clark Ave, Lakewood, CA 90712, United States",4.5
Earl Burns Miller Japanese Garden,"Earl Warren Dr, Long Beach, CA 90840, United States",4.6
Pan American Park,"5157 E Centralia St, Long Beach, CA 90808, United States",4.3
Rancho Los Alamitos Historic Ranch and Gardens,"6400 E Bixby Hill Rd, Long Beach, CA 90815, United States",4.7
Museum of Latin American Art (MOLAA),"628 Alamitos Ave, Long Beach, CA 90802, United States",4.5
Bloomfield Park,"21420 Pioneer Blvd, Lakewood, CA 90715, United States",4.4
ShoreLine Aquatic Park,"200 Aquarium Way, Long Beach, CA 90802, United States",4.7
Rosie the Riveter Park,"3599 Clark Ave, Long Beach, CA 90808, United States",4.4
Candleverde Park,"6302 Candlewood St, Lakewood, CA 90713, United States",4.2
Monte Verde Park,"4626 Shadeway Rd, Lakewood, CA 90713, United States",4.8
Long Beach POA Park,"7390 Carson Blvd, Long Beach, CA 90808, United States",4.6
Whittier Museum,"6755 Newlin Ave, Whittier, CA 90601, United States",4.6
Michigan Park,"8228 Michigan Ave, Whittier, CA 90602, United States",4.6
Gravity Hill,"Whittier, CA 90601, United States",4.4
Murphy Ranch Park,"16200 Las Cumbres Dr, Whittier, CA 90603, United States",4.7
Pio Pico State Historic Park,"6003 Pioneer Blvd, Whittier, CA 90606, United States",4.4
Hellman Park Trailhead,"5700 Greenleaf Ave, Whittier, CA 90601, United States",4.6
Sorensen Park,"11419 Rose Hedge Dr, Whittier, CA 90606, United States",4.4
Amelia Mayberry Park,"13201 Meyer Rd, Whittier, CA 90605, United States",4.4
Parnell Park,"15390 Lambert Rd, Whittier, CA 90604, United States",4.3
Jonathan Bailey House,"13421 Camilla St, Whittier, CA 90601, United States",4.5
Neff Historical Park,"14300 San Cristobal Dr, La Mirada, CA 90638, United States",4.6
Habitat Authority,"7333 Greenleaf Ave, Whittier, CA 90602, United States",3.8
Whittier Narrows Recreation Area,"750 S Santa Anita Ave, South El Monte, CA 91733, United States",4.6
Turnbull Canyon,"Turnbull Canyon Rd, Whittier, CA 90601, United States",4.6
Penn Park,"13950 Penn St, Whittier, CA 90602, United States",4.7
Adventure Park,"10130 Gunn Ave, Whittier, CA 90605, United States",4.4
Whittier Depot,"7333 Greenleaf Ave, Whittier, CA 90602, United States",4.5
Magic of The Jack o lanterns,"750 Santa Anita Ave, South El Monte, CA 91733, United States",4.1
Lee and Erika Owens Park,"7954 Greenleaf Ave, Whittier, CA 90602, United States",4.1
Anaconda Park,"14575 Anaconda St, Whittier, CA 90603, United States",4.5
Gardens of the World,"2001 Thousand Oaks Blvd, Thousand Oaks, CA 91362, United States",4.5
Conejo Valley Botanic Garden,"400 W Gainsborough Rd, Thousand Oaks, CA 91360, United States",4.7
Wildwood Regional Park,"928 W Avenida De Los Arboles, Thousand Oaks, CA 91360, United States",4.7
"King Gillette Ranch, Mountains Recreation & Conservation Authority","26800 Mulholland Hwy, Calabasas, CA 91302, United States",4.6
Paradise Falls,"928 West Avenida De Los Arboles, Wildwood Regional Park, Thousand Oaks, CA 91360, United States",4.7
Conejo Creek North Park,"1379 E Janss Rd, Thousand Oaks, CA 91362, United States",4.7
Chumash Indian Museum,"3290 Lang Ranch Pkwy, Thousand Oaks, CA 91362, United States",4.6
Malibu Creek Rock Pools,"Agoura Hills, CA 91301, United States",4.7
Escondido Falls,"Escondido Canyon Trail, Malibu, CA 90265, United States",4.5
Grass Amphitheater,"2001 Thousand Oaks Blvd, Thousand Oaks, CA 91362, United States",5
Old Meadows Park,"1600 Marview Dr, Thousand Oaks, CA 91362, United States",4.7
Kids Adventure Garden,"Jeaunine Dr, Thousand Oaks, CA 91360, United States",4.5
Lang Ranch Open Space,"Thousand Oaks, CA 91362, United States",4.6
North Ranch Open Space,"Thousand Oaks, CA 91362, United States",4.8
Lake Eleanor Sentinel,"2625 Country Ln, Thousand Oaks, CA 91361, United States",4.3
Hope Nature Preserve,"Thousand Oaks, CA 91320, United States",4.6
Lang Ranch Neighborhood Park,"3287 Lang Ranch Pkwy, Thousand Oaks, CA 91362, United States",4.8
Resource Center,"2091 Thousand Oaks Blvd, Thousand Oaks, CA 91362, United States",5
Westlake Village Community Park,"31107 Thousand Oaks Blvd, Westlake Village, CA 91362, United States",4.8
Sunset Hills Park,"3350 Monte Carlo Dr, Thousand Oaks, CA 91362, United States",4.4
Whittier Museum,"6755 Newlin Ave, Whittier, CA 90601, United States",4.6
Central Park,"6532 Friends Ave, Whittier, CA 90601, United States",4.5
Michigan Park,"8228 Michigan Ave, Whittier, CA 90602, United States",4.6
Murphy Ranch Park,"16200 Las Cumbres Dr, Whittier, CA 90603, United States",4.7
Hellman Park Trailhead,"5700 Greenleaf Ave, Whittier, CA 90601, United States",4.6
Pio Pico State Historic Park,"6003 Pioneer Blvd, Whittier, CA 90606, United States",4.4
Habitat Authority,"7333 Greenleaf Ave, Whittier, CA 90602, United States",3.8
Jonathan Bailey House,"13421 Camilla St, Whittier, CA 90601, United States",4.5
Sorensen Park,"11419 Rose Hedge Dr, Whittier, CA 90606, United States",4.4
Turnbull Canyon,"Turnbull Canyon Rd, Whittier, CA 90601, United States",4.6
Whittier Depot,"7333 Greenleaf Ave, Whittier, CA 90602, United States",4.5
Penn Park,"13950 Penn St, Whittier, CA 90602, United States",4.7
Arroyo Pescadero Trailhead,"7531 South Colima Rd, Whittier, CA 90605, United States",4.5
Whittier Narrows Recreation Area,"750 S Santa Anita Ave, South El Monte, CA 91733, United States",4.6
Lee and Erika Owens Park,"7954 Greenleaf Ave, Whittier, CA 90602, United States",4.1
Amelia Mayberry Park,"13201 Meyer Rd, Whittier, CA 90605, United States",4.4
Magic of The Jack o lanterns,"750 Santa Anita Ave, South El Monte, CA 91733, United States",4.1
City of Whittier Palm Park Center,"5703 Palm Ave, Whittier, CA 90601, United States",4.6
Whittier Narrows Park,"1600 Rosemead Blvd, South El Monte, CA 91733, United States",4.5
Anaconda Park,"14575 Anaconda St, Whittier, CA 90603, United States",4.5
Suzanne Park,"625 Suzanne Rd, Walnut, CA 91789, United States",4.6
Snow Creek Park,"20633 Snow Creek Dr, Walnut, CA 91789, United States",4.6
Disneyland Park,"Anaheim, CA 92802, United States",4.6
Walnut Creek Community Regional Park,"1100 S Valley Center Ave, West San Dimas, CA 91773, United States",4.5
Schabarum Skyline Trail,"19727 E Country Hollow Dr, Walnut, CA 91789, United States",4.7
Creekside Park,"780 Creekside Dr, Walnut, CA 91789, United States",4.6
Peter F. Schabarum Regional Park,"17250 Colima Rd, Rowland Heights, CA 91748, United States",4.7
Sycamore Canyon Park,"22930 Golden Springs Dr, Diamond Bar, CA 91765, United States",4.7
Canyon Valley View,"188 Pathfinder Rd, Walnut, CA 91789, United States",4.3
Butterfield Park,"19730 Cam Arroyo, Walnut, CA 91789, United States",4.5
Galster Wilderness Park,"1620 E Aroma Dr, West Covina, CA 91791, United States",4.3
Rubel Castle,"844 N Live Oak Ave, Glendora, CA 91741, United States",4.7
Carbon Canyon Regional Park,"4442 Carbon Canyon Rd, Brea, CA 92823, United States",4.7
Santa Fe Dam Recreation Area,"15501 Arrow Hwy, Irwindale, CA 91706, United States",4.6
Frank G. Bonelli Regional Park,"120 E Via Verde Dr, San Dimas, CA 91773, United States",4.7
Whittier Narrows Recreation Area,"750 S Santa Anita Ave, South El Monte, CA 91733, United States",4.6
Phillips Mansion,"2640 Pomona Blvd, Pomona, CA 91768, United States",4.6
Knott's Berry Farm,"8039 Beach Blvd, Buena Park, CA 90620, United States",4.6
California Botanic Garden,"1500 N College Ave, Claremont, CA 91711, United States",4.7
Steep Canyon Trail,"902 Steep Canyon Rd, Diamond Bar, CA 91765, United States",4.8
Aquarium of the Pacific,"100 Aquarium Way, Long Beach, CA 90802, United States",4.6
Rancho Los Cerritos,"4600 Virginia Rd, Long Beach, CA 90807, United States",4.8
Jenni Rivera Memorial Park,"2001 Walnut Ave, Long Beach, CA 90806, United States",4.5
El Dorado Nature Center,"7550 E Spring St, Long Beach, CA 90815, United States",4.8
Cesar E. Chavez Park,"401 Golden Ave, Long Beach, CA 90802, United States",4.3
Earl Burns Miller Japanese Garden,"Earl Warren Dr, Long Beach, CA 90840, United States",4.6
Ferris Bueller House,"4160 Country Club Dr, Long Beach, CA 90807, United States",5
Long Beach Sign,"W Shoreline Dr, Long Beach, CA 90802, United States",4.5
"The ""First Around the World"" Globe","Long Beach, CA 90846, United States",3.1
Shoreline Village,"429 Shoreline Village Drive, Long Beach, CA 90802, United States",4.6
Kilroy Star - Aero Long Beach,"3750 Kilroy Airport Way, Long Beach, CA 90806, United States",0
Hilltop Park,"2351 Dawson Ave, Signal Hill, CA 90755, United States",4.8
L.A. River Viewpoint,"701 Baker St, Long Beach, CA 90806, United States",1
ShoreLine Aquatic Park,"200 Aquarium Way, Long Beach, CA 90802, United States",4.7
Skinniest House In America,"708 Gladys Ave, Long Beach, CA 90804, United States",4.7
Signal Hill Park,"2175 Cherry Ave, Signal Hill, CA 90755, United States",4.6
Historical Society of Long Beach,"4260 Atlantic Ave, Long Beach, CA 90807, United States",4.6
Rosie the Riveter Park,"3599 Clark Ave, Long Beach, CA 90808, United States",4.4
Downtown Long Beach,"300 N Waite Ct, Long Beach, CA 90802, United States",0
Rancho Los Alamitos Historic Ranch and Gardens,"6400 E Bixby Hill Rd, Long Beach, CA 90815, United States",4.7
Wilderness Park,"10999 Little Lake Rd, Downey, CA 90241, United States",4.5
Disneyland Park,"Anaheim, CA 92802, United States",4.6
Dennis the Menace Park,"9125 Arrington Ave, Downey, CA 90240, United States",4.6
Treasure Island Park,"9300 S Bluff Rd, Downey, CA 90240, United States",4.3
Bell Gardens John Anson Ford Park,"8000 Park Ln, Bell Gardens, CA 90201, United States",4.6
Natural History Museum of Los Angeles County,"900 Exposition Blvd, Los Angeles, CA 90007, United States",4.8
Columbia Memorial Space Center,"12400 Columbia Way, Downey, CA 90242, United States",4.6
Universal Studios Hollywood,"100 Universal City Plaza, Universal City, CA 91608, United States",4.6
Golf N' Stuff,"10555 Firestone Blvd, Norwalk, CA 90650, United States",4.5
Aquarium of the Pacific,"100 Aquarium Way, Long Beach, CA 90802, United States",4.6
LA Waterfront,"600 E 5th St, San Pedro, CA 90731, United States",4.5
Rio San Gabriel Park,"9612 Ardine St, Downey, CA 90241, United States",4.4
Golden Park,"8840 Golden Ave, Downey, CA 90242, United States",4.5
Griffith Park,"Los Angeles, CA 90027, United States",4.7
Downey Historical Society,"12540 Rives Ave, Downey, CA 90242, United States",4.3
The Queen Mary,"1126 Queens Hwy, Long Beach, CA 90802, United States",4.4
World of Illusions Los Angeles,"6751 Hollywood Blvd, Los Angeles, CA 90028, United States",4.1
Paramount Pictures Studio Tour,"5515 Melrose Ave, Los Angeles, CA 90038, United States",4.5
Apollo Park,"12544 Rives Ave, Downey, CA 90242, United States",4.4
San Dimas Canyon Nature Center,"1628 Sycamore Canyon Rd, San Dimas, CA 91773, United States",4.6
San Dimas Canyon Park,"1628 Sycamore Canyon Rd, San Dimas, CA 91773, United States",4.6
Walnut Creek Community Regional Park,"1100 S Valley Center Ave, West San Dimas, CA 91773, United States",4.5
Chuck Wagon of San Dimas,"602 W Bonita Ave, San Dimas, CA 91773, United States",5
Frank G. Bonelli Regional Park,"120 E Via Verde Dr, San Dimas, CA 91773, United States",4.7
Via Verde Park,"1010 Puente St, San Dimas, CA 91773, United States",4.7
Lone Hill Park / Dog Walk,"500 N Shellman Ave, San Dimas, CA 91773, United States",4.5
Marchant Park,"425 Juanita Ave, San Dimas, CA 91773, United States",4.7
Raging Waters Los Angeles,"111 Raging Waters Dr, San Dimas, CA 91773, United States",4.1
Briggs Point Park,"8385008030, San Dimas, CA 91773, United States",4.3
Huck Finn Jubilee,"1440 Camper View Rd, San Dimas, CA 91750, United States",5
Old Boat House,"Puddingstone Reservoir, San Dimas, CA 91773, United States",0
Bonelli park,"Bonelli Park Trail, San Dimas, CA 91773, United States",4.8
Ladera Serra Park,"975 Calle Serra, San Dimas, CA 91773, United States",4.3
Pacific Railroad Society,"210 W Bonita Ave, San Dimas, CA 91773, United States",4.6
Field of Angels,"733 Vía Los Santos, San Dimas, CA 91773, United States",5
Rubel Castle,"844 N Live Oak Ave, Glendora, CA 91741, United States",4.7
Statue of Harriet Tubman,"Lincoln Park Historic District, Lincoln Ave, Pomona, CA 91767, United States",4
San Dimas Canyon Dam Area,"9865 N San Dimas Canyon Rd, La Verne, CA 91750, United States",4.8
Ganesha Park,"Pomona, CA 91768, United States",4.1
Michael D. Antonovich Regional Park at Joughin Ranch,"16100 Browns Canyon Rd, Northridge, CA 91326, United States",4.3
Limekiln Canyon Park,"19585 Rinaldi St, Porter Ranch, CA 91326, United States",4.6
Porter Ridge Park,"Reseda Boulevard and, Sesnon Blvd, Northridge, CA 91326, United States",4.6
Garden of the Gods,"Santa Susana Pass at, Redmesa Rd, Chatsworth, CA 91311, United States",4.7
Holleigh Bernson Memorial Park,"20500 Sesnon Blvd, Northridge, CA 91326, United States",4.6
Stoney Point Park,"On Topanga Canyon Blvd, between Chatsworth St &, CA-118, Chatsworth, CA 91311, United States",4.6
Northridge sign,"Los Angeles, CA 91324, United States",0
E.T. flies filming area,"Tulsa St &, White Oak Ave, Granada Hills, CA 91344, United States",4.5
Bee Canyon Park,"13150 Sesnon Blvd, Granada Hills, CA 91344, United States",4.6
The Museum of the San Fernando Valley,"18904 Nordhoff St, Northridge, CA 91324, United States",4.3
Aliso Canyon Park,"18041 Rinaldi St, Granada Hills, CA 91344, United States",4.6
Water fountain - human / dog,"13150 Meadowlark Ave, Granada Hills, CA 91344, United States",0
Wilbur-Tampa park,"12001 Wilbur Ave, Porter Ranch, CA 91326, United States",4.8
Botanic Garden,"Northridge, CA 91330, United States",4.3
Reseda Stones,"Randal D. Simmons Park, 6731 Wilbur Ave, Reseda, CA 91335, United States",4.2
Viking Park,"Viking Ave, Porter Ranch, CA 91326, United States",4.6
Big Dog,"North Hills, CA 91343, United States",4.8
O'Melveny Park,"17300 Sesnon Blvd, Granada Hills, CA 91344, United States",4.8
Warner Bros. Studio Tour Hollywood,"3400 Warner Blvd, Burbank, CA 91505, United States",4.5
HWD Ranch,"Mormon Canyon Loop, Porter Ranch, CA 91326, United States",0
Descanso Gardens,"1418 Descanso Dr, La Cañada Flintridge, CA 91011, United States",4.7
mending,"4435 Alta Canyada Rd, La Cañada Flintridge, CA 91011, United States",0
Lanterman House,"4420 Encinas Dr, La Cañada Flintridge, CA 91011, United States",4.8
Old Pasadena,"23 E Colorado Blvd Ste 200, Pasadena, CA 91105, United States",4.6
Brown Mountain Dam,"Seco, Arroyo, La Cañada Flintridge, CA 91011, United States",4.7
